root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
fallowlone.com	fallowlone.com	fallowlone.com Semrush snapshot	referring_domain_snapshot	https://fallowlone.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
libyanatravel.com	libyanatravel.com	libyanatravel.com Semrush snapshot	referring_domain_snapshot	https://libyanatravel.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
m98ufa.com	m98ufa.com	m98ufa.com Semrush snapshot	referring_domain_snapshot	https://m98ufa.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
plumeriamarketing.com	plumeriamarketing.com	plumeriamarketing.com Semrush snapshot	referring_domain_snapshot	https://plumeriamarketing.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
screenshots.wiki	screenshots.wiki	screenshots.wiki Semrush snapshot	referring_domain_snapshot	https://screenshots.wiki/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
thetarotalk.com	thetarotalk.com	thetarotalk.com Semrush snapshot	referring_domain_snapshot	https://thetarotalk.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
tooldirs.com	tooldirs.com	tooldirs.com Semrush snapshot	referring_domain_snapshot	https://tooldirs.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
toplikevideo.com	toplikevideo.com	toplikevideo.com Semrush snapshot	referring_domain_snapshot	https://toplikevideo.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
yanai-ke.com	yanai-ke.com	yanai-ke.com Semrush snapshot	referring_domain_snapshot	https://yanai-ke.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
agroinsursas.com	agroinsursas.com	agroinsursas.com Semrush snapshot	referring_domain_snapshot	https://agroinsursas.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
alazharcilacap.sch.id	alazharcilacap.sch.id	alazharcilacap.sch.id Semrush snapshot	referring_domain_snapshot	https://alazharcilacap.sch.id/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
ateliereleaurorei.ro	ateliereleaurorei.ro	ateliereleaurorei.ro Semrush snapshot	referring_domain_snapshot	https://ateliereleaurorei.ro/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
atomizelink.icu	atomizelink.icu	atomizelink.icu Semrush snapshot	referring_domain_snapshot	https://atomizelink.icu/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
bitbuzz.org	bitbuzz.org	bitbuzz.org Semrush snapshot	referring_domain_snapshot	https://bitbuzz.org/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
blogsphere.top	blogsphere.top	blogsphere.top Semrush snapshot	referring_domain_snapshot	https://blogsphere.top/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
buzzshrink.website	buzzshrink.website	buzzshrink.website Semrush snapshot	referring_domain_snapshot	https://buzzshrink.website/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
bye.fyi	bye.fyi	bye.fyi Semrush snapshot	referring_domain_snapshot	https://bye.fyi/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
capetownthing.co.za	capetownthing.co.za	capetownthing.co.za Semrush snapshot	referring_domain_snapshot	https://capetownthing.co.za/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
cbc.edu	cbc.edu	cbc.edu Semrush snapshot	referring_domain_snapshot	https://cbc.edu/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
context-awesome.com	context-awesome.com	context-awesome.com Semrush snapshot	referring_domain_snapshot	https://context-awesome.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
creativeposts.top	creativeposts.top	creativeposts.top Semrush snapshot	referring_domain_snapshot	https://creativeposts.top/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
crunch.id	crunch.id	crunch.id Semrush snapshot	referring_domain_snapshot	https://crunch.id/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
dailymusings.top	dailymusings.top	dailymusings.top Semrush snapshot	referring_domain_snapshot	https://dailymusings.top/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
dcoutesnjacob.com	dcoutesnjacob.com	dcoutesnjacob.com Semrush snapshot	referring_domain_snapshot	https://dcoutesnjacob.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
devxperiences.com	devxperiences.com	devxperiences.com Semrush snapshot	referring_domain_snapshot	https://devxperiences.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
devzery.com	devzery.com	devzery.com Semrush snapshot	referring_domain_snapshot	https://devzery.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
domaindexer.com	domaindexer.com	domaindexer.com Semrush snapshot	referring_domain_snapshot	https://domaindexer.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
domraider.eu.com	domraider.eu.com	domraider.eu.com Semrush snapshot	referring_domain_snapshot	https://domraider.eu.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
domraider.gb.net	domraider.gb.net	domraider.gb.net Semrush snapshot	referring_domain_snapshot	https://domraider.gb.net/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
domraider.it.com	domraider.it.com	domraider.it.com Semrush snapshot	referring_domain_snapshot	https://domraider.it.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
eliotzigmundjazz.com	eliotzigmundjazz.com	eliotzigmundjazz.com Semrush snapshot	referring_domain_snapshot	https://eliotzigmundjazz.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
evilapples.com	evilapples.com	evilapples.com Semrush snapshot	referring_domain_snapshot	https://evilapples.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
fiverr-seo-for-business-growth.site	fiverr-seo-for-business-growth.site	fiverr-seo-for-business-growth.site Semrush snapshot	referring_domain_snapshot	https://fiverr-seo-for-business-growth.site/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
frontend-resources-demo.vercel.app	frontend-resources-demo.vercel.app	frontend-resources-demo.vercel.app Semrush snapshot	referring_domain_snapshot	https://frontend-resources-demo.vercel.app/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
fuseworkspace.com	fuseworkspace.com	fuseworkspace.com Semrush snapshot	referring_domain_snapshot	https://fuseworkspace.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
galvestonnavalmuseum.com	galvestonnavalmuseum.com	galvestonnavalmuseum.com Semrush snapshot	referring_domain_snapshot	https://galvestonnavalmuseum.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
github.com	github.com	github.com Semrush snapshot	referring_domain_snapshot	https://github.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
gitrepotrend.com	gitrepotrend.com	gitrepotrend.com Semrush snapshot	referring_domain_snapshot	https://gitrepotrend.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
grapevine.in	grapevine.in	grapevine.in Semrush snapshot	referring_domain_snapshot	https://grapevine.in/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
greattraveladvisor.com	greattraveladvisor.com	greattraveladvisor.com Semrush snapshot	referring_domain_snapshot	https://greattraveladvisor.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
harbus.org	harbus.org	harbus.org Semrush snapshot	referring_domain_snapshot	https://harbus.org/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
harian24.com	harian24.com	harian24.com Semrush snapshot	referring_domain_snapshot	https://harian24.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
hwnerds.com	hwnerds.com	hwnerds.com Semrush snapshot	referring_domain_snapshot	https://hwnerds.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
impressivewebs.com	impressivewebs.com	impressivewebs.com Semrush snapshot	referring_domain_snapshot	https://impressivewebs.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
innolope.com	innolope.com	innolope.com Semrush snapshot	referring_domain_snapshot	https://innolope.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
keirseybooks.com	keirseybooks.com	keirseybooks.com Semrush snapshot	referring_domain_snapshot	https://keirseybooks.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
master.dev	master.dev	master.dev Semrush snapshot	referring_domain_snapshot	https://master.dev/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
medidocs.com	medidocs.com	medidocs.com Semrush snapshot	referring_domain_snapshot	https://medidocs.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
nklegal.com	nklegal.com	nklegal.com Semrush snapshot	referring_domain_snapshot	https://nklegal.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
onlineshoppingidea.com	onlineshoppingidea.com	onlineshoppingidea.com Semrush snapshot	referring_domain_snapshot	https://onlineshoppingidea.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
optimizeflow.top	optimizeflow.top	optimizeflow.top Semrush snapshot	referring_domain_snapshot	https://optimizeflow.top/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
plainenglish.io	plainenglish.io	plainenglish.io Semrush snapshot	referring_domain_snapshot	https://plainenglish.io/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
project-awesome.org	project-awesome.org	project-awesome.org Semrush snapshot	referring_domain_snapshot	https://project-awesome.org/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
revan-me.com	revan-me.com	revan-me.com Semrush snapshot	referring_domain_snapshot	https://revan-me.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
saashub.com	saashub.com	saashub.com Semrush snapshot	referring_domain_snapshot	https://saashub.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
shopify.com	shopify.com	shopify.com Semrush snapshot	referring_domain_snapshot	https://shopify.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
shortenurls.eu	shortenurls.eu	shortenurls.eu Semrush snapshot	referring_domain_snapshot	https://shortenurls.eu/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
siriusinstitute.com	siriusinstitute.com	siriusinstitute.com Semrush snapshot	referring_domain_snapshot	https://siriusinstitute.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
softono.com	softono.com	softono.com Semrush snapshot	referring_domain_snapshot	https://softono.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
sportsbikeparts.pk	sportsbikeparts.pk	sportsbikeparts.pk Semrush snapshot	referring_domain_snapshot	https://sportsbikeparts.pk/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
subhikh.com	subhikh.com	subhikh.com Semrush snapshot	referring_domain_snapshot	https://subhikh.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
teamblind.com	teamblind.com	teamblind.com Semrush snapshot	referring_domain_snapshot	https://teamblind.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
theartistgallery.art	theartistgallery.art	theartistgallery.art Semrush snapshot	referring_domain_snapshot	https://theartistgallery.art/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
thecitypulse.com	thecitypulse.com	thecitypulse.com Semrush snapshot	referring_domain_snapshot	https://thecitypulse.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
thesocialhouseja.com	thesocialhouseja.com	thesocialhouseja.com Semrush snapshot	referring_domain_snapshot	https://thesocialhouseja.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
urls-shortener.eu	urls-shortener.eu	urls-shortener.eu Semrush snapshot	referring_domain_snapshot	https://urls-shortener.eu/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
xedulichdaklak.com	xedulichdaklak.com	xedulichdaklak.com Semrush snapshot	referring_domain_snapshot	https://xedulichdaklak.com/	https://frontendatlas.com	semrush_snapshot	existing_ref_domain		2026-08-19		Active Semrush referring domain snapshot; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
rix.li	rix.li	rix.li Semrush snapshot	referring_domain_snapshot	https://rix.li/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
devhunt.org	devhunt.org	devhunt.org Semrush snapshot	referring_domain_snapshot	https://devhunt.org/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
redapplelearning.in	redapplelearning.in	redapplelearning.in Semrush snapshot	referring_domain_snapshot	https://redapplelearning.in/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
lindseybrookedesign.com	lindseybrookedesign.com	lindseybrookedesign.com Semrush snapshot	referring_domain_snapshot	https://lindseybrookedesign.com/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
nonprofitlearninglab.org	nonprofitlearninglab.org	nonprofitlearninglab.org Semrush snapshot	referring_domain_snapshot	https://nonprofitlearninglab.org/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
stefanjudis.com	stefanjudis.com	stefanjudis.com Semrush snapshot	referring_domain_snapshot	https://stefanjudis.com/	https://frontendatlas.com	semrush_snapshot	closed		2026-08-19		Semrush classified the domain as lost on 2026-08-19; exact source URL not backfilled	https://www.semrush.com/analytics/refdomains/report/?q=frontendatlas.com&searchType=domain
angular.dev	angular.dev	Angular Security guide	official_docs	https://angular.dev/best-practices/security	https://frontendatlas.com/javascript/trivia/js-xss-dom-sinks	pull_request	human_negative	2026-08-19	2026-08-19		Maintainer declined links to courses or interview-prep pages; PR closed without merge	https://github.com/angular/angular/pull/70275#issuecomment-5341120714
component.gallery	component.gallery	Component Gallery Toast resources	resource_library	https://component.gallery/components/toast/	https://frontendatlas.com/system-design/notification-toast-system	issue	submitted	2026-08-19	2026-08-19	2026-08-26	Public issue requests an implementation-focused addition to the existing Toast resources and includes founder and access disclosures	https://github.com/inbn/component-gallery/issues/118
reactiflux.com	www.reactiflux.com	Reactiflux Learning hooks resources	resource_library	https://www.reactiflux.com/learning	https://frontendatlas.com/react/trivia/react-stale-state-closures	pull_request	submitted	2026-08-19	2026-08-19	2026-08-26	One-line learning-resource PR is open with founder and access disclosures	https://github.com/reactiflux/reactiflux.com/pull/370
free-for.dev	free-for.dev	free-for.dev Education and Career Development	resource_library	https://free-for.dev/	https://frontendatlas.com/tools/cv	pull_request	excluded		2026-08-19		Contribution rules prohibit AI-generated edits; do not submit AI-produced catalog or PR copy	https://github.com/ripienaar/free-for-dev/blob/master/CONTRIBUTING.md
owasp.org	cheatsheetseries.owasp.org	OWASP DOM based XSS Prevention Cheat Sheet	official_docs	https://cheatsheetseries.owasp.org/cheatsheets/DOM_based_XSS_Prevention_Cheat_Sheet.html	https://frontendatlas.com/javascript/trivia/js-xss-dom-sinks	issue	submitted	2026-08-19	2026-08-19	2026-09-02	Issue-first proposal opened with founder and AI-assistance disclosure; wait for maintainer scope approval before any PR	https://github.com/OWASP/CheatSheetSeries/issues/2371
typescript-eslint.io	typescript-eslint.io	typescript-eslint no-floating-promises rule	official_docs	https://typescript-eslint.io/rules/no-floating-promises/	https://frontendatlas.com/javascript/trivia/js-promise-combinators-all-allsettled-race-any	pull_request	deferred		2026-08-19	2026-10-01	Open team-assigned issue 8088 already covers a documentation overhaul and lacks the required accepting-prs label; no new issue, comment, or PR sent	https://github.com/typescript-eslint/typescript-eslint/issues/8088
getbootstrap.com	getbootstrap.com	Bootstrap Accessibility additional resources	official_docs	https://getbootstrap.com/docs/5.3/getting-started/accessibility/	https://frontendatlas.com/incidents/modal-screen-reader-failure	issue	human_negative	2026-08-19	2026-09-01		Public issue 42851 was closed on 2026-08-26 after a maintainer stated that the external FrontendAtlas exercise was outside the Additional resources scope and that project-owned documentation was preferred; the direct editorial rejection is terminal for this backlink opportunity. Historical submission record (2026-08-19): Issue-first proposal opened with the custom React limitation and founder relationship disclosed.	https://github.com/twbs/bootstrap/issues/42851#issuecomment-5427366760
vuejs.org	vuejs.org	Vue Security Best Practices	official_docs	https://vuejs.org/guide/best-practices/security	https://frontendatlas.com/javascript/trivia/js-xss-dom-sinks	issue	excluded		2026-08-19		Current guide already covers v-html, innerHTML, URL, style, and JavaScript injection and links OWASP; another self-authored resource would be redundant	https://vuejs.org/guide/best-practices/security
blitzjs.com	blitzjs.com	Blitz.js Learning Path	resource_library	https://blitzjs.com/docs/learning-path	https://frontendatlas.com/react/trivia/react-stale-state-closures	pull_request	submitted	2026-08-19	2026-08-19	2026-09-02	Focused five-line React learning-resource PR opened; founder relationship and public optional-premium boundary disclosed	https://github.com/blitz-js/blitzjs.com/pull/877
inclusionhub.com	www.inclusionhub.com	InclusionHub Digital Accessibility resource profile	directory	https://www.inclusionhub.com/submit-resource	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	submitted	2026-08-19	2026-08-19	2026-09-02	Free basic resource form submitted; visible confirmation says the resource is being verified and email will follow when published	https://www.inclusionhub.com/submit-resource
playwright.dev	playwright.dev	Playwright Accessibility Testing	official_docs	https://playwright.dev/docs/accessibility-testing	https://frontendatlas.com/incidents/modal-screen-reader-failure	issue	submitted	2026-08-19	2026-08-19	2026-09-02	Issue-first scope proposal opened; no documentation PR until maintainers approve or assign the change	https://github.com/microsoft/playwright/issues/42309
canada.ca	a11y.canada.ca	Government of Canada Accessibility Testing 101	government_resource	https://a11y.canada.ca/en/accessibility-testing-101/	https://frontendatlas.com/incidents/modal-screen-reader-failure	discussion	submitted	2026-08-19	2026-08-19	2026-09-02	Content Discussion proposes an applied modal accessibility lab with founder, access, English-only, bilingual-copy, and AI-assistance disclosures	https://github.com/gc-da11yn/gc-da11yn.github.io/discussions/790
